id,description,host_listings_count,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,instant_bookable,cancellation_policy,has_house_rules,host_gender,accommodates_catg,guests_included_catg,minimum_nights_catg,host_listings_count_catg,bathrooms_catg,bedrooms_catg,beds_catg,security_deposit,extra_people,yield
560068.jpg,"This is the heart of Spitalfields and undoubtedly one of the trendiest areas in London. The design of the apartment is minimal, grey and white. It's all open plan and you have it all to yourself. Welcome to Flat 4, 20A Hanbury Street, Spitalfield. The open space penthouse apartment (52m2) with a long terrace (12m2) takes up the entire 4th floor of an ex-artisan building. The space is very bright with wonderful views across old and new London. One side is made up entirely of floor to ceiling sliding glass doors. There is a white curtain which covers the entire front so you have privacy. The windows towards the other side all have blinds which keep the sun out during early summer mornings.  There is a designer kitchenette which doesn't look like a kitchen, you have to open a lid to expose it. It includes an induction hob, sink and a fridge.  There is a Nespresso machine as well in case you don't want to go downstairs to buy one (i.e. at nude coffee shop, see below). Please note that ther",1.0,Tower Hamlets,51.51975,-0.07389,t,other,private_room,2,1.0,1.0,0.0,2,1,f,strict_14_with_grace_period,1,male,2,2,1,1,1,1,0,150.0,50.0,332.32
561379.jpg,"Beautiful, contemporary 2 bedroom flat with a private terrace. Contemporary furniture and set up exclusively for short lets.  Super comfortable beds, high quality Egyptian cotton linen and towels. Bose docking station. TV in each bedroom free WiFi. If you feel like exploring London or visiting friends or relatives, or even over for a business trip and don't want to leave your family behind we offer an amazing alternative to packing your bags and staying in a sterile poorly equipped hotel. Dalyell Road is nestled between three popular spots comprising Clapham, Brixton and Stockwell. It is ideally situated for a family, friends or a couple who wants to enjoy the space of this well appointed flat and want easy access to all the tourist attractions. When the tourist trail proves too much, you will find you are only a five minute walk from the cosmopolitan Clapham High Street with it's amazing array of bars and restaurants. Not to mention the 108 acre Clapham Common. If that's not enough, a",3.0,Lambeth,51.46604,-0.11934,t,apartment,entire_home/apt,6,2.0,2.0,3.0,2,3,f,strict_14_with_grace_period,1,male,3,2,3,3,2,2,3,250.0,35.0,127.5
561471.jpg,"The flat is very well located to the best bits of East London.  Minutes walk to Bethnal Green Station (Central Line about 15 minutes to Oxford Circus), Victoria Park, Columbia Flower Market, Broadway Market, London Fields and the canals. 20 minutes walk to Shoreditch and Brick Lane. I love living here. Hello! I have a spacious double room (with sofa bed) to let in my one bed flat located 5 minutes walk from Bethnal Green Station.  The entire apartment was refurbished, redecorated in light colours and is filled with natural light.  The west facing, clean and cozy double room with wooden floor has a comfortable sofa bed, 140x200cm size when unfolded. There is hanging rail with hangers as well as build in cupboard with shelves and drawers for storage. Wi-Fi access with high speed and unlimited download traffic is provided. The kitchen is well equipped with necessary appliances and dining table. You will have a plenty of space in the fridge and freezer. Everything is very clean and well ar",1.0,Tower Hamlets,51.53178,-0.05817,f,apartment,private_room,1,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,female,1,1,2,1,1,1,1,200.0,0.0,56.94000000000001
562148.jpg,"My place is close to public transport , restaurants and shops. Very modern and recently decorated. My place is good for couples, solo adventurers, and business travellers. The close overground station is Ponders End or Southbury, 20 minutes away from Victoria station. Very close to Stansted Airport. Three bedroom house with garden. Large sitting room and bathroom upstairs and downstairs.  Parking, garden and TV. Pick up from airport can be organise. Own double room in modern 3 bedroom house. You will need to  share bathrooms ( one downstairs and one upstairs) and kitchen with host. I interact with guests as much as you need me to. I will be in the house most of time. If you do need advices on getting around about just give me a shout. I will be very much happy to assist you. quiet and safe . Walking distance to Ponders End station and Southbury Station, 4 minutes away from Tottenham Hale. Easy access from Stansted  Airport. I have one  friendly cat",1.0,Enfield,51.64787000000001,-0.04278,t,house,private_room,2,2.0,1.0,1.0,1,2,f,flexible,1,female,2,1,2,1,2,1,1,0.0,7.0,38.85
562236.jpg,"Very comfortable  double room in lovely Victorian house : great area.  3 minutes to tube: 20-25 minutes to West End. A patio for sunny days: cosy fires for cold ones. Well-equipped kitchen and lounge, knowledgable host. More details (e.g. travel route from airports) available under ""description"". I work in central London : I really appreciate you indicating an arrival time with your query. If you don’t provide that and request to book, I will sadly decline as Airbnb only gives 24 hours response I have a double room in  a two-bed  Victorian house in a lovely street in Chiswick available. The house is about 4 mins away from  the tube.: you are in Central London in 20 mins. I'm 40 mins by public transport from Heathrow door to door; 20 mins by taxi. An hour from Gatwick by either cab or train. The room has a very comfortable double bed, a bedside light and you will have use of a mirrored double wardrobe and underbed storage: there is a cellar and an attic in which you can store your lugga",1.0,Hounslow,51.49256,-0.27631,t,house,private_room,2,1.0,1.0,1.0,1,1,f,flexible,1,female,2,1,1,1,1,1,1,200.0,20.0,46.2
562636.jpg,"CHRISTMAS SUBLET: 2-4 weeks. Charming 2 bedroom Georgian flat.  Bright and spacious with five large windows off living room, kitchen and both bedrooms.  Faces the south so you get great light - even in winter. Both rooms are furnished with double beds, and there is a large bathroom with a great shower and heating (controllable) in all rooms.   Living room has Virgin cable TV, WiFi and a Jambox stereo so you can play your own music. Located 10-12 minutes walk from three stations:  Kings Cross, Angel and Farringdon.  The charming restaurant area of Exmouth market is just 5 minutes away.  Multiple bus lines in all directions. It's the perfect location if you want to be close to the city and Bloomsbury but you like a more leafy quiet apartment than you would normally find in this area. The house has a gas stove, washer, dryer and dishwasher if you need. There's a great casual gym just 3-4 minutes walk away on Kings Cross Road. Just looking for responsible people for a rental over the Chris",1.0,Islington,51.52773,-0.11336,t,apartment,entire_home/apt,4,1.0,2.0,2.0,4,1,f,strict_14_with_grace_period,1,male,3,3,1,1,1,2,2,100.0,30.0,2.4
562943.jpg,One bedroom flat recently refurbished and fully decoreted in very safe and residential area. Very  well conected  to central London by buses and tube only 10 min walk from the flat.The nearest tube station is Maida Vale Internet and all the bills incl in the price. Clean linen and towels are included in the price For the quest who are staying more then two weeks linen is going to be changed weekly. Nice and peacfull very safe place to stay.My guests can expect my support in any way during the stay in my flat. Maida Vale is strictly residential area.There is some beatiful pizza places and coffe shops. Few local pubs with local people  and big park is  just 5 min away from the flat.Food stores are 10 min walking  distance from the flat. Tube is only 10 min walking distance and pleanty of buses line just around the corner.Central London is only 15-20 min by bus . Location of the place is perfect and is very well conected in any direction to explore London. My flat is in the residential  a,2.0,Westminster,51.52599,-0.19495,t,apartment,entire_home/apt,2,1.0,1.0,0.0,2,7,f,strict_14_with_grace_period,1,male,2,2,3,2,1,1,0,0.0,0.0,48.0
563124.jpg,"Excellently situated large one bedroom flat between Kings Cross and Angel, Islington. Situated on the ground floor with it's own balcony/ terrace and private garden, the flat is modern in feel and recently refurbished to a high standard. One bedroom flat that sleeps 4, with one double bed and one double sofa bed. An ideal London base camp, the property is only 5mins walk from Kings Cross tube station and St Pancras International (Eurostar to Paris/ Brussels). The flat is also ideally located for access to both the West End (Hyde park, Picadilly Circus, Oxford Circus, Big Ben and Trafalgar Sq) and the East End (Shoreditch, Tower of London, the City) There is easy tube access (Kings Cross 5 mins, Angel 10 mins) and bus links to all these locations (15-20mins).If you are feeling more adventurous you could walk (30-45mins) or hire a London Bike (20-30mins).   There are two ""Boris Bikes"" stations within 100m. The property has a small but very lush garden with a terrace offering a relaxing o",1.0,Islington,51.53288,-0.11584,t,apartment,entire_home/apt,4,1.0,1.0,2.0,2,3,f,strict_14_with_grace_period,0,male,3,2,3,1,1,1,2,300.0,25.0,119.6
563229.jpg,"Our great two double-bedroom two-bathroom flat has a true city feeling! It feels very spacious, is centrally located near a park and is just 8 minutes' walk from London Bridge with easy access to major overground and tube lines. Minimum 90 days stay. Available now for medium (90 days) to long term (1 year) lets with a preference and 5% discount for 6 months or more: Third floor spacious modern style 2 bedroom flat with one en-suite bathroom, one main bathroom. Fully equipped kitchenette includes a hob, oven, fridge, freezer, dish washer and microwave. The spacious living room has a private balcony facing south.  The flat is up Morocco Street, off Bermondsey Street, close (but not too close) to the Shard, London Bridge Station (overground and underground) and the fabulous Borough Market. High speed broadband wireless internet is installed. The flat has 2 TVs, and is large, clean, neat and very comfortable.  All you need is a bag of clothes, and a bag of food, and of course the rent paid",1.0,Southwark,51.49919000000001,-0.08298,t,apartment,entire_home/apt,5,2.0,2.0,2.0,1,14,f,strict_14_with_grace_period,1,male,3,1,3,1,2,2,2,350.0,0.0,160.65
563243.jpg,"Chic two bedroom Victorian terraced apartment on quiet street, home from home feel, very close to Olympia Exhibition Hall, Holland Park, Kensington High Street. Heathrow in 25 mins. Central line access to central London. Free wifi, warm welcome Gratton Road is a charming, well-appointed, two-bedroomed Victorian apartment in the ‘village’ of West London’s Brook Green in Kensington Olympia. The apartment has high ceilings, is light and airy and is decorated and equipped to a high standard. The apartment is located in a quiet residential area, on the corner of Milson Road, one of the most desirable roads in the area. This property is a dedicated, professionally run holiday rental business, and not a rental in someone's home. Though we have made it extremely homely! This spacious apartment has a large living room and separate dining area with seating for up to six guests. There is a well equipped modern kitchen with fridge, freezer, dishwasher, oven & hob, microwave and full cooking equipm",10.0,Hammersmith and Fulham,51.49779,-0.21334,t,apartment,entire_home/apt,4,1.0,2.0,3.0,1,4,f,strict_14_with_grace_period,1,unknown,3,1,3,3,1,2,3,150.0,0.0,141.75
